NAME,us,Year,Topic,Geo,Variable,Value,Display
United States,1,2021,Hispanic/Latino Origin (full),US,B01001_012E,,B01001_012E
United States,1,2022,Hispanic/Latino Origin (full),US,B01001_012E,,B01001_012E
United States,1,2023,Hispanic/Latino Origin (full),US,B01001_012E,,B01001_012E
United States,1,2018,Hispanic/Latino Origin (full),US,B01001_012EA,,B01001_012EA
United States,1,2019,Hispanic/Latino Origin (full),US,B01001_012EA,,B01001_012EA
United States,1,2020,Hispanic/Latino Origin (full),US,B01001_012EA,,B01001_012EA
United States,1,2021,Hispanic/Latino Origin (full),US,B01001_012EA,,B01001_012EA
United States,1,2022,Hispanic/Latino Origin (full),US,B01001_012EA,,B01001_012EA
United States,1,2023,Hispanic/Latino Origin (full),US,B01001_012EA,,B01001_012EA
United States,1,2018,Hispanic/Latino Origin (full),US,B01001_012M,,B01001_012M
United States,1,2019,Hispanic/Latino Origin (full),US,B01001_012M,,B01001_012M
United States,1,2020,Hispanic/Latino Origin (full),US,B01001_012M,,B01001_012M
United States,1,2021,Hispanic/Latino Origin (full),US,B01001_012M,,B01001_012M
United States,1,2022,Hispanic/Latino Origin (full),US,B01001_012M,,B01001_012M
United States,1,2023,Hispanic/Latino Origin (full),US,B01001_012M,,B01001_012M
United States,1,2018,Hispanic/Latino Origin (full),US,B01001_012MA,,B01001_012MA
United States,1,2019,Hispanic/Latino Origin (full),US,B01001_012MA,,B01001_012MA
United States,1,2020,Hispanic/Latino Origin (full),US,B01001_012MA,,B01001_012MA
United States,1,2021,Hispanic/Latino Origin (full),US,B01001_012MA,,B01001_012MA
United States,1,2022,Hispanic/Latino Origin (full),US,B01001_012MA,,B01001_012MA
United States,1,2023,Hispanic/Latino Origin (full),US,B01001_012MA,,B01001_012MA
United States,1,2018,Hispanic/Latino Origin (full),US,B01001_013E,,B01001_013E
United States,1,2019,Hispanic/Latino Origin (full),US,B01001_013E,,B01001_013E
United States,1,2020,Hispanic/Latino Origin (full),US,B01001_013E,,B01001_013E
United States,1,2021,Hispanic/Latino Origin (full),US,B01001_013E,,B01001_013E
United States,1,2022,Hispanic/Latino Origin (full),US,B01001_013E,,B01001_013E
United States,1,2023,Hispanic/Latino Origin (full),US,B01001_013E,,B01001_013E
United States,1,2018,Hispanic/Latino Origin (full),US,B01001_013EA,,B01001_013EA
United States,1,2019,Hispanic/Latino Origin (full),US,B01001_013EA,,B01001_013EA
United States,1,2020,Hispanic/Latino Origin (full),US,B01001_013EA,,B01001_013EA
United States,1,2021,Hispanic/Latino Origin (full),US,B01001_013EA,,B01001_013EA
United States,1,2022,Hispanic/Latino Origin (full),US,B01001_013EA,,B01001_013EA
United States,1,2023,Hispanic/Latino Origin (full),US,B01001_013EA,,B01001_013EA
United States,1,2018,Hispanic/Latino Origin (full),US,B01001_013M,,B01001_013M
United States,1,2019,Hispanic/Latino Origin (full),US,B01001_013M,,B01001_013M
United States,1,2020,Hispanic/Latino Origin (full),US,B01001_013M,,B01001_013M
United States,1,2021,Hispanic/Latino Origin (full),US,B01001_013M,,B01001_013M
United States,1,2022,Hispanic/Latino Origin (full),US,B01001_013M,,B01001_013M
United States,1,2023,Hispanic/Latino Origin (full),US,B01001_013M,,B01001_013M
United States,1,2018,Hispanic/Latino Origin (full),US,B01001_013MA,,B01001_013MA
