NAME,state,place,Year,Topic,Geo,Variable,Value,Display
"Long Beach city, California",06,43000,2021,Total Population,City,B01001_009EA,,B01001_009EA
"Long Beach city, California",06,43000,2022,Total Population,City,B01001_009EA,,B01001_009EA
"Long Beach city, California",06,43000,2023,Total Population,City,B01001_009EA,,B01001_009EA
"Long Beach city, California",06,43000,2018,Total Population,City,B01001_009M,,B01001_009M
"Long Beach city, California",06,43000,2019,Total Population,City,B01001_009M,,B01001_009M
"Long Beach city, California",06,43000,2020,Total Population,City,B01001_009M,,B01001_009M
"Long Beach city, California",06,43000,2021,Total Population,City,B01001_009M,,B01001_009M
"Long Beach city, California",06,43000,2022,Total Population,City,B01001_009M,,B01001_009M
"Long Beach city, California",06,43000,2023,Total Population,City,B01001_009M,,B01001_009M
"Long Beach city, California",06,43000,2018,Total Population,City,B01001_009MA,,B01001_009MA
"Long Beach city, California",06,43000,2019,Total Population,City,B01001_009MA,,B01001_009MA
"Long Beach city, California",06,43000,2020,Total Population,City,B01001_009MA,,B01001_009MA
"Long Beach city, California",06,43000,2021,Total Population,City,B01001_009MA,,B01001_009MA
"Long Beach city, California",06,43000,2022,Total Population,City,B01001_009MA,,B01001_009MA
"Long Beach city, California",06,43000,2023,Total Population,City,B01001_009MA,,B01001_009MA
"Long Beach city, California",06,43000,2018,Total Population,City,B01001_010E,,B01001_010E
"Long Beach city, California",06,43000,2019,Total Population,City,B01001_010E,,B01001_010E
"Long Beach city, California",06,43000,2020,Total Population,City,B01001_010E,,B01001_010E
"Long Beach city, California",06,43000,2021,Total Population,City,B01001_010E,,B01001_010E
"Long Beach city, California",06,43000,2022,Total Population,City,B01001_010E,,B01001_010E
"Long Beach city, California",06,43000,2023,Total Population,City,B01001_010E,,B01001_010E
"Long Beach city, California",06,43000,2018,Total Population,City,B01001_010EA,,B01001_010EA
"Long Beach city, California",06,43000,2019,Total Population,City,B01001_010EA,,B01001_010EA
"Long Beach city, California",06,43000,2020,Total Population,City,B01001_010EA,,B01001_010EA
"Long Beach city, California",06,43000,2021,Total Population,City,B01001_010EA,,B01001_010EA
"Long Beach city, California",06,43000,2022,Total Population,City,B01001_010EA,,B01001_010EA
"Long Beach city, California",06,43000,2023,Total Population,City,B01001_010EA,,B01001_010EA
"Long Beach city, California",06,43000,2018,Total Population,City,B01001_010M,,B01001_010M
"Long Beach city, California",06,43000,2019,Total Population,City,B01001_010M,,B01001_010M
"Long Beach city, California",06,43000,2020,Total Population,City,B01001_010M,,B01001_010M
"Long Beach city, California",06,43000,2021,Total Population,City,B01001_010M,,B01001_010M
"Long Beach city, California",06,43000,2022,Total Population,City,B01001_010M,,B01001_010M
"Long Beach city, California",06,43000,2023,Total Population,City,B01001_010M,,B01001_010M
"Long Beach city, California",06,43000,2018,Total Population,City,B01001_010MA,,B01001_010MA
"Long Beach city, California",06,43000,2019,Total Population,City,B01001_010MA,,B01001_010MA
"Long Beach city, California",06,43000,2020,Total Population,City,B01001_010MA,,B01001_010MA
"Long Beach city, California",06,43000,2021,Total Population,City,B01001_010MA,,B01001_010MA
"Long Beach city, California",06,43000,2022,Total Population,City,B01001_010MA,,B01001_010MA
"Long Beach city, California",06,43000,2023,Total Population,City,B01001_010MA,,B01001_010MA
"Long Beach city, California",06,43000,2018,Total Population,City,B01001_011E,,B01001_011E
"Long Beach city, California",06,43000,2019,Total Population,City,B01001_011E,,B01001_011E
"Long Beach city, California",06,43000,2020,Total Population,City,B01001_011E,,B01001_011E
"Long Beach city, California",06,43000,2021,Total Population,City,B01001_011E,,B01001_011E
"Long Beach city, California",06,43000,2022,Total Population,City,B01001_011E,,B01001_011E
"Long Beach city, California",06,43000,2023,Total Population,City,B01001_011E,,B01001_011E
"Long Beach city, California",06,43000,2018,Total Population,City,B01001_011EA,,B01001_011EA
"Long Beach city, California",06,43000,2019,Total Population,City,B01001_011EA,,B01001_011EA
"Long Beach city, California",06,43000,2020,Total Population,City,B01001_011EA,,B01001_011EA
"Long Beach city, California",06,43000,2021,Total Population,City,B01001_011EA,,B01001_011EA
"Long Beach city, California",06,43000,2022,Total Population,City,B01001_011EA,,B01001_011EA
"Long Beach city, California",06,43000,2023,Total Population,City,B01001_011EA,,B01001_011EA
"Long Beach city, California",06,43000,2018,Total Population,City,B01001_011M,,B01001_011M
"Long Beach city, California",06,43000,2019,Total Population,City,B01001_011M,,B01001_011M
"Long Beach city, California",06,43000,2020,Total Population,City,B01001_011M,,B01001_011M
"Long Beach city, California",06,43000,2021,Total Population,City,B01001_011M,,B01001_011M
"Long Beach city, California",06,43000,2022,Total Population,City,B01001_011M,,B01001_011M
"Long Beach city, California",06,43000,2023,Total Population,City,B01001_011M,,B01001_011M
"Long Beach city, California",06,43000,2018,Total Population,City,B01001_011MA,,B01001_011MA
"Long Beach city, California",06,43000,2019,Total Population,City,B01001_011MA,,B01001_011MA
"Long Beach city, California",06,43000,2020,Total Population,City,B01001_011MA,,B01001_011MA
"Long Beach city, California",06,43000,2021,Total Population,City,B01001_011MA,,B01001_011MA
"Long Beach city, California",06,43000,2022,Total Population,City,B01001_011MA,,B01001_011MA
"Long Beach city, California",06,43000,2023,Total Population,City,B01001_011MA,,B01001_011MA
"Long Beach city, California",06,43000,2018,Total Population,City,B01001_012E,,B01001_012E
"Long Beach city, California",06,43000,2019,Total Population,City,B01001_012E,,B01001_012E
"Long Beach city, California",06,43000,2020,Total Population,City,B01001_012E,,B01001_012E
"Long Beach city, California",06,43000,2021,Total Population,City,B01001_012E,,B01001_012E
"Long Beach city, California",06,43000,2022,Total Population,City,B01001_012E,,B01001_012E
"Long Beach city, California",06,43000,2023,Total Population,City,B01001_012E,,B01001_012E
"Long Beach city, California",06,43000,2018,Total Population,City,B01001_012EA,,B01001_012EA
"Long Beach city, California",06,43000,2019,Total Population,City,B01001_012EA,,B01001_012EA
"Long Beach city, California",06,43000,2020,Total Population,City,B01001_012EA,,B01001_012EA
"Long Beach city, California",06,43000,2021,Total Population,City,B01001_012EA,,B01001_012EA
"Long Beach city, California",06,43000,2022,Total Population,City,B01001_012EA,,B01001_012EA
"Long Beach city, California",06,43000,2023,Total Population,City,B01001_012EA,,B01001_012EA
"Long Beach city, California",06,43000,2018,Total Population,City,B01001_012M,,B01001_012M
"Long Beach city, California",06,43000,2019,Total Population,City,B01001_012M,,B01001_012M
"Long Beach city, California",06,43000,2020,Total Population,City,B01001_012M,,B01001_012M
"Long Beach city, California",06,43000,2021,Total Population,City,B01001_012M,,B01001_012M
"Long Beach city, California",06,43000,2022,Total Population,City,B01001_012M,,B01001_012M
"Long Beach city, California",06,43000,2023,Total Population,City,B01001_012M,,B01001_012M
"Long Beach city, California",06,43000,2018,Total Population,City,B01001_012MA,,B01001_012MA
"Long Beach city, California",06,43000,2019,Total Population,City,B01001_012MA,,B01001_012MA
"Long Beach city, California",06,43000,2020,Total Population,City,B01001_012MA,,B01001_012MA
"Long Beach city, California",06,43000,2021,Total Population,City,B01001_012MA,,B01001_012MA
"Long Beach city, California",06,43000,2022,Total Population,City,B01001_012MA,,B01001_012MA
"Long Beach city, California",06,43000,2023,Total Population,City,B01001_012MA,,B01001_012MA
"Long Beach city, California",06,43000,2018,Total Population,City,B01001_013E,,B01001_013E
"Long Beach city, California",06,43000,2019,Total Population,City,B01001_013E,,B01001_013E
"Long Beach city, California",06,43000,2020,Total Population,City,B01001_013E,,B01001_013E
"Long Beach city, California",06,43000,2021,Total Population,City,B01001_013E,,B01001_013E
"Long Beach city, California",06,43000,2022,Total Population,City,B01001_013E,,B01001_013E
"Long Beach city, California",06,43000,2023,Total Population,City,B01001_013E,,B01001_013E
"Long Beach city, California",06,43000,2018,Total Population,City,B01001_013EA,,B01001_013EA
"Long Beach city, California",06,43000,2019,Total Population,City,B01001_013EA,,B01001_013EA
"Long Beach city, California",06,43000,2020,Total Population,City,B01001_013EA,,B01001_013EA
"Long Beach city, California",06,43000,2021,Total Population,City,B01001_013EA,,B01001_013EA
"Long Beach city, California",06,43000,2022,Total Population,City,B01001_013EA,,B01001_013EA
"Long Beach city, California",06,43000,2023,Total Population,City,B01001_013EA,,B01001_013EA
"Long Beach city, California",06,43000,2018,Total Population,City,B01001_013M,,B01001_013M
"Long Beach city, California",06,43000,2019,Total Population,City,B01001_013M,,B01001_013M
"Long Beach city, California",06,43000,2020,Total Population,City,B01001_013M,,B01001_013M
"Long Beach city, California",06,43000,2021,Total Population,City,B01001_013M,,B01001_013M
"Long Beach city, California",06,43000,2022,Total Population,City,B01001_013M,,B01001_013M
"Long Beach city, California",06,43000,2023,Total Population,City,B01001_013M,,B01001_013M
"Long Beach city, California",06,43000,2018,Total Population,City,B01001_013MA,,B01001_013MA
"Long Beach city, California",06,43000,2019,Total Population,City,B01001_013MA,,B01001_013MA
"Long Beach city, California",06,43000,2020,Total Population,City,B01001_013MA,,B01001_013MA
"Long Beach city, California",06,43000,2021,Total Population,City,B01001_013MA,,B01001_013MA
"Long Beach city, California",06,43000,2022,Total Population,City,B01001_013MA,,B01001_013MA
"Long Beach city, California",06,43000,2023,Total Population,City,B01001_013MA,,B01001_013MA
"Long Beach city, California",06,43000,2018,Total Population,City,B01001_014E,,B01001_014E
"Long Beach city, California",06,43000,2019,Total Population,City,B01001_014E,,B01001_014E
"Long Beach city, California",06,43000,2020,Total Population,City,B01001_014E,,B01001_014E
"Long Beach city, California",06,43000,2021,Total Population,City,B01001_014E,,B01001_014E
"Long Beach city, California",06,43000,2022,Total Population,City,B01001_014E,,B01001_014E
"Long Beach city, California",06,43000,2023,Total Population,City,B01001_014E,,B01001_014E
"Long Beach city, California",06,43000,2018,Total Population,City,B01001_014EA,,B01001_014EA
"Long Beach city, California",06,43000,2019,Total Population,City,B01001_014EA,,B01001_014EA
"Long Beach city, California",06,43000,2020,Total Population,City,B01001_014EA,,B01001_014EA
"Long Beach city, California",06,43000,2021,Total Population,City,B01001_014EA,,B01001_014EA
"Long Beach city, California",06,43000,2022,Total Population,City,B01001_014EA,,B01001_014EA
"Long Beach city, California",06,43000,2023,Total Population,City,B01001_014EA,,B01001_014EA
"Long Beach city, California",06,43000,2018,Total Population,City,B01001_014M,,B01001_014M
"Long Beach city, California",06,43000,2019,Total Population,City,B01001_014M,,B01001_014M
