NAME,state,place,Year,Topic,Geo,Variable,Value,Display
"Long Beach city, California",06,43000,2019,Hispanic/Latino Origin (full),City,B01001_011E,,B01001_011E
"Long Beach city, California",06,43000,2020,Hispanic/Latino Origin (full),City,B01001_011E,,B01001_011E
"Long Beach city, California",06,43000,2021,Hispanic/Latino Origin (full),City,B01001_011E,,B01001_011E
"Long Beach city, California",06,43000,2022,Hispanic/Latino Origin (full),City,B01001_011E,,B01001_011E
"Long Beach city, California",06,43000,2023,Hispanic/Latino Origin (full),City,B01001_011E,,B01001_011E
"Long Beach city, California",06,43000,2018,Hispanic/Latino Origin (full),City,B01001_011EA,,B01001_011EA
"Long Beach city, California",06,43000,2019,Hispanic/Latino Origin (full),City,B01001_011EA,,B01001_011EA
"Long Beach city, California",06,43000,2020,Hispanic/Latino Origin (full),City,B01001_011EA,,B01001_011EA
"Long Beach city, California",06,43000,2021,Hispanic/Latino Origin (full),City,B01001_011EA,,B01001_011EA
"Long Beach city, California",06,43000,2022,Hispanic/Latino Origin (full),City,B01001_011EA,,B01001_011EA
"Long Beach city, California",06,43000,2023,Hispanic/Latino Origin (full),City,B01001_011EA,,B01001_011EA
"Long Beach city, California",06,43000,2018,Hispanic/Latino Origin (full),City,B01001_011M,,B01001_011M
"Long Beach city, California",06,43000,2019,Hispanic/Latino Origin (full),City,B01001_011M,,B01001_011M
"Long Beach city, California",06,43000,2020,Hispanic/Latino Origin (full),City,B01001_011M,,B01001_011M
"Long Beach city, California",06,43000,2021,Hispanic/Latino Origin (full),City,B01001_011M,,B01001_011M
"Long Beach city, California",06,43000,2022,Hispanic/Latino Origin (full),City,B01001_011M,,B01001_011M
"Long Beach city, California",06,43000,2023,Hispanic/Latino Origin (full),City,B01001_011M,,B01001_011M
